Date,Scope,Country,State,"# Players",Rank,Faction,"Ship Points","# Ships","# Uniques","# Large","# Small",Skill,Attack,Agility,Hull,Shields,List
"2015-09-03","Other","United States of America","Virginia",77,14,rebel,76,2,2,2,0,10,5,3,13,10,"""Leebo"", Chewbacca (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,15,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-03","Other","United States of America","Virginia",77,16,rebel,80,5,0,0,5,10,10,8,16,13,"Bandit Squadron Pilot, Bandit Squadron Pilot, Blue Squadron Pilot, Gold Squadron Pilot, Rebel Operative"
"2015-09-03","Other","United States of America","Virginia",77,17,scum,74,2,2,2,0,13,6,5,10,8,"IG-88B, Kath Scarlet (Firespray-31)"
"2015-09-03","Other","United States of America","Virginia",77,18,rebel,80,3,1,1,2,11,8,4,11,15,"Dash Rendar, Blue Squadron Pilot, Blue Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,19,rebel,87,4,1,0,4,14,10,7,12,13,"Bandit Squadron Pilot, Gold Squadron Pilot, Blue Squadron Pilot, Corran Horn"
"2015-09-03","Other","United States of America","Virginia",77,20,imperial,77,3,2,1,2,20,8,7,11,7,"Darth Vader, Soontir Fel, Omicron Group Pilot"
"2015-09-03","Other","United States of America","Virginia",77,21,rebel,72,4,0,0,4,8,8,4,20,12,"Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,22,rebel,80,5,0,0,5,10,10,8,16,13,"Rebel Operative, Gold Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,23,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-03","Other","United States of America","Virginia",77,24,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-03","Other","United States of America","Virginia",77,25,rebel,75,2,2,1,1,17,5,2,13,9,"Miranda Doni, Han Solo (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,26,scum,79,4,1,1,3,15,9,6,15,13,"Syndicate Thug, Black Sun Soldier, Black Sun Soldier, Bossk"
"2015-09-03","Other","United States of America","Virginia",77,27,rebel,92,5,0,0,5,20,12,9,15,11,"Gray Squadron Pilot, Red Squadron Pilot, Red Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,28,rebel,81,3,1,1,2,12,7,5,15,10,"Gold Squadron Pilot, Prototype Pilot, Han Solo (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,29,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-03","Other","United States of America","Virginia",77,30,imperial,93,6,0,0,6,14,13,18,18,2,"Storm Squadron Pilot, Saber Squadron Pilot, Academy Pilot, Academy Pilot, Academy Pilot, Obsidian Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,31,rebel,80,3,1,1,2,11,8,4,11,15,"Dash Rendar, Blue Squadron Pilot, Blue Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,32,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-03","Other","United States of America","Virginia",77,33,rebel,87,4,1,0,4,11,11,5,14,15,"Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Biggs Darklighter"
"2015-09-03","Other","United States of America","Virginia",77,34,rebel,81,5,1,0,5,16,9,9,15,11,"Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Rebel Operative, Miranda Doni"
"2015-09-03","Other","United States of America","Virginia",77,35,imperial,87,4,4,0,4,29,9,12,12,2,"""Night Beast"", ""Dark Curse"", Soontir Fel, Darth Vader"
"2015-09-03","Other","United States of America","Virginia",77,36,rebel,79,4,2,0,4,15,7,11,10,7,"Prototype Pilot, Prototype Pilot, Kyle Katarn, Jake Farrell"
"2015-09-03","Other","United States of America","Virginia",77,37,rebel,90,4,1,0,4,13,11,6,11,17,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Jake Farrell"
"2015-09-03","Other","United States of America","Virginia",77,38,rebel,86,3,1,1,2,9,9,3,14,15,"Blue Squadron Pilot, Blue Squadron Pilot, Chewbacca (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,39,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88D"
"2015-09-03","Other","United States of America","Virginia",77,40,rebel,83,3,2,1,2,16,8,5,13,9,"Bandit Squadron Pilot, Wedge Antilles, Chewbacca (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,41,imperial,73,2,2,1,1,17,6,3,15,4,"Soontir Fel, Rear Admiral Chiraneau"
"2015-09-03","Other","United States of America","Virginia",77,42,rebel,92,3,2,1,2,13,9,3,14,15,"Ibtisam, Blue Squadron Pilot, Chewbacca (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,43,rebel,88,4,0,0,4,8,12,4,12,20,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,44,scum,72,2,2,2,0,12,6,6,8,8,"IG-88D, IG-88B"
"2015-09-03","Other","United States of America","Virginia",77,45,rebel,71,2,2,1,1,15,5,5,7,8,"Dash Rendar, Corran Horn"
"2015-09-03","Other","United States of America","Virginia",77,46,rebel,84,4,0,0,4,8,11,4,14,18,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Gold Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,47,rebel,80,5,0,0,5,14,10,7,19,13,"Tala Squadron Pilot, Tala Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,48,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-03","Other","United States of America","Virginia",77,49,rebel,84,4,0,0,4,8,11,4,14,18,"Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,50,rebel,75,3,2,1,2,17,7,5,12,9,"Bandit Squadron Pilot, Lieutenant Blount, Han Solo (Rebel Alliance)"
"2015-09-03","Other","United States of America","Virginia",77,51,scum,79,4,2,0,4,14,7,5,19,10,"Syndicate Thug, Syndicate Thug, Torkil Mux, Kavil"
"2015-09-03","Other","United States of America","Virginia",77,52,rebel,88,4,0,0,4,8,12,4,12,20,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2015-09-03","Other","United States of America","Virginia",77,53,scum,72,2,2,2,0,12,6,6,8,8,"IG-88D, IG-88B"
"2015-09-03","Other","United States of America","Virginia",77,54,scum,90,3,1,1,2,12,9,8,14,6,"Black Sun Vigo, Black Sun Vigo, Emon Azzameen"
"2015-09-03","Other","United States of America","Virginia",77,55,imperial,62,2,2,0,2,13,8,4,4,4,"""Echo"", ""Whisper"""
"2015-09-03","Other","United States of America","Virginia",77,56,imperial,83,4,3,0,4,23,8,10,15,5,"Obsidian Squadron Pilot, ""Dark Curse"", Maarek Stele (TIE Advanced), ""Redline"""
"2015-09-03","Other","United States of America","Virginia",77,57,rebel,82,3,2,0,3,15,9,6,8,10,"Biggs Darklighter, Blue Squadron Pilot, Corran Horn"
"2015-09-03","Other","United States of America","Virginia",77,58,rebel,70,3,3,0,3,21,6,6,9,8,"Lieutenant Blount, Miranda Doni, Jake Farrell"
"2015-09-03","Other","United States of America","Virginia",77,59,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2015-09-03","Other","United States of America","Virginia",77,60,imperial,84,3,3,0,3,19,8,8,8,6,"Lieutenant Colzet, Darth Vader, ""Whisper"""
"2015-09-03","Other","United States of America","Virginia",77,61,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-03","Other","United States of America","Virginia",77,62,rebel,84,3,3,0,3,23,9,6,9,6,"Garven Dreis, Wedge Antilles, Wes Janson"
"2015-09-03","Other","United States of America","Virginia",77,63,imperial,94,6,3,0,6,26,13,18,18,0,"Academy Pilot, Academy Pilot, ""Winged Gundark"", Royal Guard Pilot, ""Backstabber"", ""Mauler Mithel"""
"2015-09-03","Other","United States of America","Virginia",77,64,rebel,80,3,1,1,2,11,8,4,11,15,"Blue Squadron Pilot, Blue Squadron Pilot, Dash Rendar"
"2015-09-03","Other","United States of America","Virginia",77,65,rebel,72,3,2,1,2,16,6,7,9,9,"Bandit Squadron Pilot, Jake Farrell, Dash Rendar"
"2015-09-03","Other","United States of America","Virginia",77,66,imperial,73,2,2,1,1,17,6,3,15,4,"Rear Admiral Chiraneau, Soontir Fel"
"2015-09-03","Other","United States of America","Virginia",77,67,imperial,83,4,0,1,3,10,11,10,14,6,"Academy Pilot, Obsidian Squadron Pilot, Sigma Squadron Pilot, Bounty Hunter"
"2015-09-03","Other","United States of America","Virginia",77,68,scum,72,4,1,0,4,11,9,12,10,4,"Cartel Spacer, Cartel Spacer, Cartel Spacer, Guri"
"2015-09-19","Other","United States of America","Nevada",14,1,imperial,73,2,2,1,1,17,6,3,15,4,"Soontir Fel, Rear Admiral Chiraneau"
"2015-09-19","Other","United States of America","Nevada",14,2,imperial,72,2,2,1,1,16,6,3,15,4,"Carnor Jax, Rear Admiral Chiraneau"
"2015-09-19","Other","United States of America","Nevada",14,3,rebel,79,4,1,0,4,14,9,6,15,11,"Bandit Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Poe Dameron (Resistance)"
"2015-09-19","Other","United States of America","Nevada",14,4,rebel,85,4,0,0,4,8,10,4,16,17,"Blue Squadron Pilot, Blue Squadron Pilot, Warden Squadron Pilot, Gold Squadron Pilot"
"2015-09-19","Other","United States of America","Nevada",14,5,rebel,89,4,3,0,4,19,11,8,11,8,"Bandit Squadron Pilot, Tarn Mison, Biggs Darklighter, Wedge Antilles"
"2015-09-19","Other","United States of America","Nevada",14,6,scum,65,3,0,1,2,6,7,3,16,12,"Syndicate Thug, Syndicate Thug, Trandoshan Slaver"
"2015-09-19","Other","United States of America","Nevada",14,7,rebel,83,4,1,0,4,14,10,6,13,13,"Gold Squadron Pilot, Poe Dameron (Resistance), Bandit Squadron Pilot, Blue Squadron Pilot"
"2015-09-19","Other","United States of America","Nevada",14,8,rebel,88,3,2,0,3,19,9,7,8,8,"Corran Horn, Wedge Antilles, Blue Squadron Novice"
"2015-09-19","Other","United States of America","Nevada",14,9,rebel,70,2,2,1,1,16,5,4,10,7,"Jake Farrell, Han Solo (Rebel Alliance)"
"2015-09-19","Other","United States of America","Nevada",14,10,rebel,77,2,2,1,1,13,6,4,10,8,"Chewbacca (Rebel Alliance), Corran Horn"
"2015-09-19","Other","United States of America","Nevada",14,11,imperial,75,3,2,0,3,23,9,9,9,0,"Royal Guard Pilot, Soontir Fel, Carnor Jax"
"2015-09-19","Other","United States of America","Nevada",14,12,imperial,81,3,3,0,3,25,8,9,9,2,"Soontir Fel, Carnor Jax, Juno Eclipse"
"2015-09-19","Other","United States of America","Nevada",14,13,imperial,74,3,2,0,3,15,8,5,14,5,"""Deathrain"", Scimitar Squadron Pilot, ""Whisper"""
"2015-09-19","Other","United States of America","Nevada",14,14,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,1,scum,72,3,1,1,2,10,7,5,14,10,"Syndicate Thug, Syndicate Thug, IG-88B"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,2,scum,73,4,1,0,4,9,7,5,19,10,"Torkil Mux, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,3,scum,75,3,1,1,2,12,7,4,16,10,"Syndicate Thug, Syndicate Thug, Boba Fett (Firespray-31)"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,4,rebel,88,4,1,0,4,11,11,7,10,15,"Bandit Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Etahn A'baht"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,5,rebel,70,2,2,1,1,16,5,4,10,7,"Jake Farrell, Han Solo (Rebel Alliance)"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,6,imperial,74,3,2,1,2,17,8,5,14,8,"Soontir Fel, ""Deathrain"", Omicron Group Pilot"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,7,rebel,82,5,1,0,5,13,7,11,16,7,"Bandit Squadron Pilot, Green Squadron Pilot, Rebel Operative, Rebel Operative, Roark Garnet"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,8,scum,76,3,2,1,2,13,6,5,15,8,"Syndicate Thug, Torkil Mux, Boba Fett (Firespray-31)"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,9,imperial,82,3,1,0,3,13,12,6,6,6,"Sigma Squadron Pilot, Sigma Squadron Pilot, ""Whisper"""
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,10,rebel,83,4,1,0,4,12,10,6,16,10,"""Dutch"" Vander, Gold Squadron Pilot, Rookie Pilot, Rookie Pilot"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,11,scum,67,2,2,2,0,11,6,2,12,12,"Latts Razzi, Moralo Eval"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,12,rebel,71,2,2,1,1,17,4,3,12,6,"Jan Ors, Han Solo (Rebel Alliance)"
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,13,imperial,86,5,2,0,5,18,12,14,14,2,"""Howlrunner"", Academy Pilot, Academy Pilot, Academy Pilot, ""Whisper"""
"2015-09-20","Other","Germany","Rheinland-Pfalz",14,14,rebel,80,3,3,0,3,20,9,6,9,6,"Biggs Darklighter, Garven Dreis, Wedge Antilles"
"2015-09-19","Other","United States of America","Nevada",14,1,imperial,73,2,2,1,1,17,6,3,15,4,"Soontir Fel, Rear Admiral Chiraneau"
"2015-09-19","Other","United States of America","Nevada",14,2,imperial,72,2,2,1,1,16,6,3,15,4,"Carnor Jax, Rear Admiral Chiraneau"
"2015-09-19","Other","United States of America","Nevada",14,4,rebel,85,4,0,0,4,8,10,4,16,17,"Blue Squadron Pilot, Blue Squadron Pilot, Warden Squadron Pilot, Gold Squadron Pilot"
"2015-09-19","Other","United States of America","Nevada",14,6,scum,65,3,0,1,2,6,7,3,16,12,"Syndicate Thug, Syndicate Thug, Trandoshan Slaver"
"2015-09-19","Other","United States of America","Nevada",14,10,rebel,77,2,2,1,1,13,6,4,10,8,"Corran Horn, Chewbacca (Rebel Alliance)"
"2015-09-19","Other","United States of America","Nevada",14,11,imperial,75,3,2,0,3,23,9,9,9,0,"Royal Guard Pilot, Soontir Fel, Carnor Jax"
"2015-09-19","Other","United States of America","Nevada",14,12,imperial,81,3,3,0,3,25,8,9,9,2,"Carnor Jax, Soontir Fel, Juno Eclipse"
"2015-09-19","Other","United States of America","Nevada",14,13,imperial,74,3,2,0,3,15,8,5,14,5,"Scimitar Squadron Pilot, ""Deathrain"", ""Whisper"""
"2015-09-19","Other","United States of America","Nevada",14,14,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-20","Other","United States of America","New Hampshire",8,1,rebel,67,2,2,1,1,15,5,4,8,8,"Poe Dameron (Resistance), Dash Rendar"
"2015-09-20","Other","United States of America","New Hampshire",8,2,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-20","Other","United States of America","New Hampshire",8,3,rebel,87,4,1,1,3,10,8,11,11,11,"Dash Rendar, Prototype Pilot, Prototype Pilot, Prototype Pilot"
"2015-09-20","Other","United States of America","New Hampshire",8,4,imperial,89,5,5,0,5,33,10,15,15,2,"""Omega Ace"", ""Epsilon Leader"", ""Backstabber"", ""Dark Curse"", ""Howlrunner"""
"2015-09-20","Other","United States of America","New Hampshire",8,5,rebel,82,3,2,0,3,18,8,4,11,12,"Blue Squadron Pilot, Poe Dameron (Resistance), Miranda Doni"
"2015-09-20","Other","United States of America","New Hampshire",8,6,rebel,87,4,2,0,4,13,10,9,9,12,"Prototype Pilot, Etahn A'baht, Bandit Squadron Pilot, Nera Dantels"
"2015-09-20","Other","United States of America","New Hampshire",8,7,rebel,65,2,2,1,1,15,4,3,10,9,"Miranda Doni, Dash Rendar"
"2015-09-20","Other","United States of America","New Hampshire",8,8,imperial,77,3,2,0,3,18,6,7,12,7,"Tempest Squadron Pilot, Darth Vader, ""Redline"""
"2015-09-20","Other","Italy","Toscana",14,1,rebel,71,2,2,1,1,15,5,5,7,8,"Dash Rendar, Corran Horn"
"2015-09-20","Other","Italy","Toscana",14,2,rebel,73,3,1,0,3,14,7,9,6,7,"Green Squadron Pilot, Green Squadron Pilot, Corran Horn"
"2015-09-20","Other","Italy","Toscana",14,3,imperial,92,4,1,0,4,15,8,12,12,8,"Darth Vader, Tempest Squadron Pilot, Tempest Squadron Pilot, Tempest Squadron Pilot"
"2015-09-20","Other","Italy","Toscana",14,4,imperial,73,4,1,1,3,14,9,9,17,5,"Omicron Group Pilot, Academy Pilot, Black Squadron Pilot, Major Rhymer"
"2015-09-20","Other","Italy","Toscana",14,5,rebel,76,4,0,0,4,12,8,12,8,8,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2015-09-20","Other","Italy","Toscana",14,6,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-20","Other","Italy","Toscana",14,7,imperial,70,3,2,0,3,15,6,4,18,6,"Cutlass Squadron Pilot, ""Redline"", Captain Jonus"
"2015-09-20","Other","Italy","Toscana",14,8,imperial,75,3,2,0,3,23,9,9,9,0,"Royal Guard Pilot, Soontir Fel, Carnor Jax"
"2015-09-20","Other","Italy","Toscana",14,9,rebel,65,2,2,1,1,15,4,3,10,9,"Dash Rendar, Miranda Doni"
"2015-09-20","Other","Italy","Toscana",14,10,imperial,70,4,1,0,4,12,8,8,24,0,"Captain Jonus, Scimitar Squadron Pilot, Scimitar Squadron Pilot, Scimitar Squadron Pilot"
"2015-09-20","Other","Italy","Toscana",14,11,imperial,92,4,1,0,4,15,8,12,12,8,"Darth Vader, Tempest Squadron Pilot, Tempest Squadron Pilot, Tempest Squadron Pilot"
"2015-09-20","Other","Italy","Toscana",14,12,scum,75,3,1,1,2,12,7,4,16,10,"Syndicate Thug, Syndicate Thug, Boba Fett (Firespray-31)"
"2015-09-20","Other","Italy","Toscana",14,13,scum,70,5,0,0,5,10,10,15,10,5,"Cartel Spacer, Cartel Spacer, Cartel Spacer, Cartel Spacer, Cartel Spacer"
"2015-09-20","Other","Italy","Toscana",14,14,scum,70,2,2,2,0,12,6,3,12,10,"Emon Azzameen, Moralo Eval"
"2015-09-22","Vassal play","United States of America","Kansast",12,1,imperial,90,4,2,0,4,17,10,11,11,6,"Tempest Squadron Pilot, Tempest Squadron Pilot, ""Backstabber"", ""Whisper"""
"2015-09-22","Vassal play","United States of America","Kansast",12,2,imperial,69,2,2,1,1,13,6,3,15,4,"Soontir Fel, Captain Oicunn"
"2015-09-22","Vassal play","United States of America","Kansast",12,3,rebel,83,4,1,0,4,20,10,8,10,10,"Poe Dameron (Resistance), Red Squadron Veteran, Tala Squadron Pilot, Tala Squadron Pilot"
"2015-09-22","Vassal play","United States of America","Kansast",12,4,imperial,87,3,3,0,3,18,7,9,9,7,"Colonel Vessery, Maarek Stele (TIE Advanced), Commander Alozen"
"2015-09-22","Vassal play","United States of America","Kansast",12,5,scum,74,3,1,1,2,11,7,4,16,10,"Kath Scarlet (Firespray-31), Syndicate Thug, Syndicate Thug"
"2015-09-22","Vassal play","United States of America","Kansast",12,6,scum,72,3,1,1,2,10,7,5,14,10,"IG-88B, Syndicate Thug, Syndicate Thug"
"2015-09-22","Vassal play","United States of America","Kansast",12,7,scum,72,2,2,2,0,12,6,6,8,8,"IG-88A, IG-88B"
"2015-09-22","Vassal play","United States of America","Kansast",12,8,imperial,92,4,1,0,4,15,8,12,12,8,"Tempest Squadron Pilot, Tempest Squadron Pilot, Tempest Squadron Pilot, Darth Vader"
"2015-09-22","Vassal play","United States of America","Kansast",12,10,imperial,86,5,2,0,5,18,12,14,14,2,"""Whisper"", ""Howlrunner"", Academy Pilot, Academy Pilot, Academy Pilot"
"2015-09-22","Vassal play","United States of America","Kansast",12,11,rebel,83,3,2,1,2,17,6,6,12,11,"Wild Space Fringer, Miranda Doni, Jake Farrell"
"2015-09-22","Vassal play","United States of America","Kansast",12,12,scum,72,3,1,1,2,10,7,5,14,10,"Syndicate Thug, Syndicate Thug, IG-88D"
"2015-09-22","Other","United States of America","Virginia",17,1,imperial,77,3,2,0,3,20,7,9,9,4,"Darth Vader, Maarek Stele (TIE Advanced), Saber Squadron Pilot"
"2015-09-22","Other","United States of America","Virginia",17,2,rebel,70,2,2,1,1,16,5,4,10,7,"Han Solo (Rebel Alliance), Jake Farrell"
"2015-09-22","Other","United States of America","Virginia",17,3,imperial,75,2,2,1,1,17,5,3,15,6,"Rear Admiral Chiraneau, Darth Vader"
"2015-09-22","Other","United States of America","Virginia",17,4,imperial,80,3,2,1,2,18,10,6,10,7,"""Whisper"", Soontir Fel, Omicron Group Pilot"
"2015-09-22","Other","United States of America","Virginia",17,5,scum,80,4,2,0,4,18,9,8,13,8,"Kavil, Guri, Black Sun Soldier, Black Sun Soldier"
"2015-09-22","Other","United States of America","Virginia",17,6,rebel,80,5,0,0,5,14,10,7,19,13,"Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot"
"2015-09-22","Other","United States of America","Virginia",17,7,imperial,74,2,2,1,1,11,7,2,14,6,"""Whisper"", Captain Oicunn"
"2015-09-22","Other","United States of America","Virginia",17,8,imperial,78,2,2,1,1,15,7,2,14,6,"Rear Admiral Chiraneau, ""Whisper"""
"2015-09-22","Other","United States of America","Virginia",17,9,imperial,87,5,1,0,5,22,10,15,15,5,"""Epsilon Leader"", Omega Squadron Pilot, Omega Squadron Pilot, Omega Squadron Pilot, Omega Squadron Pilot"
"2015-09-22","Other","United States of America","Virginia",17,10,rebel,85,4,1,0,4,14,10,5,13,16,"Miranda Doni, Blue Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot"
"2015-09-22","Other","United States of America","Virginia",17,11,rebel,72,4,0,0,4,8,8,4,20,12,"Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot, Gold Squadron Pilot"
"2015-09-22","Other","United States of America","Virginia",17,12,scum,76,3,2,1,2,16,7,6,13,8,"Kath Scarlet (Firespray-31), Kavil, Cartel Spacer"
"2015-09-22","Other","United States of America","Virginia",17,13,rebel,81,3,3,0,3,23,7,8,7,7,"Poe Dameron (Resistance), Tycho Celchu, Jake Farrell"
"2015-09-22","Other","United States of America","Virginia",17,14,imperial,74,3,3,0,3,21,9,8,8,2,"""Whisper"", Turr Phennir, ""Mauler Mithel"""
"2015-09-22","Other","United States of America","Virginia",17,15,imperial,99,6,0,0,6,9,12,18,18,6,"Tempest Squadron Pilot, Tempest Squadron Pilot, Tempest Squadron Pilot, Academy Pilot, Academy Pilot, Academy Pilot"
"2015-09-22","Other","United States of America","Virginia",17,16,rebel,86,4,1,0,4,15,9,11,9,9,"Poe Dameron (Resistance), Prototype Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2015-09-22","Other","United States of America","Virginia",17,17,imperial,58,2,2,1,1,13,7,3,7,7,"""Whisper"", Colonel Jendon"
"2015-09-19","Nationals","Spain","Madrid",150,1,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-19","Nationals","Spain","Madrid",150,2,rebel,71,2,2,1,1,15,5,5,7,8,"Corran Horn, Dash Rendar"
"2015-09-19","Nationals","Spain","Madrid",150,3,imperial,89,5,2,0,5,24,12,14,14,2,"Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, ""Howlrunner"", ""Whisper"""
"2015-09-19","Nationals","Spain","Madrid",150,4,imperial,78,3,2,1,2,19,7,7,11,9,"Juno Eclipse, Darth Vader, Omicron Group Pilot"
"2015-09-19","Nationals","Spain","Madrid",150,5,rebel,84,4,0,0,4,8,11,4,14,18,"Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2015-09-19","Nationals","Spain","Madrid",150,6,imperial,80,3,2,1,2,16,9,6,10,9,"Omicron Group Pilot, Maarek Stele (TIE Advanced), ""Whisper"""
"2015-09-19","Nationals","Spain","Madrid",150,7,rebel,70,2,2,1,1,16,5,4,10,7,"Jake Farrell, Han Solo (Rebel Alliance)"
"2015-09-19","Nationals","Spain","Madrid",150,8,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2015-09-19","Nationals","Spain","Madrid",150,9,scum,71,2,2,2,0,13,6,4,10,10,"IG-88B, Bossk"
"2015-09-19","Nationals","Spain","Madrid",150,10,rebel,100,5,0,0,5,10,14,6,14,22,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot"
"2015-09-19","Nationals","Spain","Madrid",150,11,rebel,76,3,2,0,3,16,7,9,6,7,"Jake Farrell, Prototype Pilot, Corran Horn"
"2015-09-19","Nationals","Spain","Madrid",150,12,imperial,73,2,2,1,1,17,6,3,15,4,"Soontir Fel, Rear Admiral Chiraneau"
"2015-09-19","Nationals","Spain","Madrid",150,13,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-19","Nationals","Spain","Madrid",150,14,imperial,87,4,3,1,3,19,10,10,14,8,"Omicron Group Pilot, ""Night Beast"", ""Dark Curse"", Colonel Vessery"
"2015-09-19","Nationals","Spain","Madrid",150,15,rebel,77,2,2,1,1,13,6,4,10,8,"Chewbacca (Rebel Alliance), Corran Horn"
"2015-09-19","Nationals","Spain","Madrid",150,16,rebel,71,2,2,1,1,15,5,5,7,8,"Dash Rendar, Corran Horn"
"2015-09-19","Nationals","Spain","Madrid",150,122,imperial,85,3,2,1,2,17,8,7,11,10,"Colonel Vessery, Darth Vader, Omicron Group Pilot"
"2015-09-20","Other","Italy","Toscana",14,4,imperial,73,4,1,1,3,14,9,9,17,5,"Omicron Group Pilot, Academy Pilot, Black Squadron Pilot, Major Rhymer"
"2015-09-20","Other","Italy","Toscana",14,5,rebel,76,4,0,0,4,12,8,12,8,8,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2015-09-20","Other","Italy","Toscana",14,6,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2015-09-20","Other","Italy","Toscana",14,8,imperial,75,3,2,0,3,23,9,9,9,0,"Royal Guard Pilot, Soontir Fel, Carnor Jax"
"2015-09-20","Other","Italy","Toscana",14,11,imperial,92,4,1,0,4,15,8,12,12,8,"Tempest Squadron Pilot, Tempest Squadron Pilot, Tempest Squadron Pilot, Darth Vader"
"2015-09-20","Other","Italy","Toscana",14,13,scum,70,5,0,0,5,10,10,15,10,5,"Cartel Spacer, Cartel Spacer, Cartel Spacer, Cartel Spacer, Cartel Spacer"
